congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,house,N000189,Newhouse,WA,4,R,54,0.87037037,0.90731,22.8
0,house,N000190,Norman,SC,5,Republican,114,0.903508772,0.87951552,18.5
115,house,N000190,Norman,SC,5,R,62,0.838709677,0.89640151,18.5
116,house,N000190,Norman,SC,5,R,52,0.980769231,0.85938222,18.5
0,house,N000191,Neguse,CO,2,Democrat,54,0.018518519,0.04176971,-21.3
116,house,N000191,Neguse,CO,2,D,54,0.018518519,0.04176971,-21.3
0,house,O000168,Olson,TX,22,Republican,145,0.95862069,0.72649708,7.9
115,house,O000168,Olson,TX,22,R,94,0.968085106,0.82769772,7.9
116,house,O000168,Olson,TX,22,R,51,0.941176471,0.53997041,7.9
0,house,O000170,O’Rourke,TX,16,Democrat,93,0.301075269,0.18773679,-40.7
115,house,O000170,O’Rourke,TX,16,D,93,0.301075269,0.18773679,-40.7
0,house,O000171,O’Halleran,AZ,1,Democrat,150,0.36,0.55250927,1.1
115,house,O000171,O’Halleran,AZ,1,D,96,0.541666667,0.71590437,1.1
116,house,O000171,O’Halleran,AZ,1,D,54,0.037037037,0.26202908,1.1
0,house,O000172,Ocasio-Cortez,NY,14,Democrat,54,0.148148148,0.02224172,-57.9
116,house,O000172,Ocasio-Cortez,NY,14,D,54,0.148148148,0.02224172,-57.9
0,house,O000173,Omar,MN,5,Democrat,52,0.057692308,0.02369558,-55.2
116,house,O000173,Omar,MN,5,D,52,0.057692308,0.02369558,-55.2
0,house,P000034,Pallone,NJ,6,Democrat,149,0.080536913,0.26241589,-15.6
115,house,P000034,Pallone,NJ,6,D,95,0.115789474,0.38131897,-15.6
116,house,P000034,Pallone,NJ,6,D,54,0.018518519,0.05323455,-15.6
0,house,P000096,Pascrell,NJ,9,Democrat,147,0.142857143,0.16133005,-31.2
115,house,P000096,Pascrell,NJ,9,D,93,0.215053763,0.2363567,-31.2
116,house,P000096,Pascrell,NJ,9,D,54,0.018518519,0.0321175,-31.2
0,house,P000197,Pelosi,CA,12,Democrat,110,0.181818182,0.13226525,-77.5
115,house,P000197,Pelosi,CA,12,D,91,0.208791209,0.14891712,-77.5
116,house,P000197,Pelosi,CA,12,D,19,0.052631579,0.0525116,-77.5
0,house,P000258,Peterson,MN,7,Democrat,144,0.5,0.94960819,30.8
115,house,P000258,Peterson,MN,7,D,91,0.67032967,0.94640676,30.8
116,house,P000258,Peterson,MN,7,D,53,0.20754717,0.95510498,30.8
0,house,P000523,Price,NC,4,Democrat,149,0.134228188,0.13996118,-40
115,house,P000523,Price,NC,4,D,95,0.189473684,0.20384318,-40
116,house,P000523,Price,NC,4,D,54,0.037037037,0.02757619,-40
0,house,P000588,Pearce,NM,2,Republican,93,0.892473118,0.85549881,10.2
115,house,P000588,Pearce,NM,2,R,93,0.892473118,0.85549881,10.2
0,house,P000592,Poe,TX,2,Republican,91,0.923076923,0.84409092,9.3
115,house,P000592,Poe,TX,2,R,91,0.923076923,0.84409092,9.3
0,house,P000593,Perlmutter,CO,7,Democrat,148,0.195945946,0.30560661,-12
115,house,P000593,Perlmutter,CO,7,D,95,0.284210526,0.44175252,-12
116,house,P000593,Perlmutter,CO,7,D,53,0.037735849,0.06157151,-12
0,house,P000594,Paulsen,MN,3,Republican,96,0.96875,0.49584968,-9.4
115,house,P000594,Paulsen,MN,3,R,96,0.96875,0.49584968,-9.4
0,house,P000597,Pingree,ME,1,Democrat,147,0.12244898,0.26969912,-14.8
115,house,P000597,Pingree,ME,1,D,93,0.182795699,0.39403659,-14.8
116,house,P000597,Pingree,ME,1,D,54,0.018518519,0.05556236,-14.8
0,house,P000598,Polis,CO,2,Democrat,88,0.170454545,0.29543414,-21.3
115,house,P000598,Polis,CO,2,D,88,0.170454545,0.29543414,-21.3
0,house,P000599,Posey,FL,8,Republican,147,0.897959184,0.91484884,20.7
115,house,P000599,Posey,FL,8,R,93,0.892473118,0.93021236,20.7
116,house,P000599,Posey,FL,8,R,54,0.907407407,0.88838945,20.7
0,house,P000601,Palazzo,MS,4,Republican,145,0.965517241,0.95581378,41.2
115,house,P000601,Palazzo,MS,4,R,92,0.956521739,0.95348818,41.2
116,house,P000601,Palazzo,MS,4,R,53,0.981132075,0.95985068,41.2
0,house,P000604,Payne,NJ,10,Democrat,133,0.082706767,0.08983266,-72.4
115,house,P000604,Payne,NJ,10,D,87,0.114942529,0.12493285,-72.4
116,house,P000604,Payne,NJ,10,D,46,0.02173913,0.02344753,-72.4
0,house,P000605,Perry,PA,10,Republican,148,0.885135135,0.8050884,8.9
115,house,P000605,Perry,PA,4,R,95,0.852631579,0.93069518,21.5
116,house,P000605,Perry,PA,10,R,53,0.943396226,0.57994417,8.9
0,house,P000606,Pittenger,NC,9,Republican,91,0.978021978,0.87321864,11.6
115,house,P000606,Pittenger,NC,9,R,91,0.978021978,0.87321864,11.6
0,house,P000607,Pocan,WI,2,Democrat,140,0.092857143,0.14657671,-36.8
115,house,P000607,Pocan,WI,2,D,86,0.127906977,0.22040846,-36.8
116,house,P000607,Pocan,WI,2,D,54,0.037037037,0.02899283,-36.8
0,house,P000608,Peters,CA,52,Democrat,147,0.231292517,0.20260153,-22.5
115,house,P000608,Peters,CA,52,D,94,0.35106383,0.29378561,-22.5
116,house,P000608,Peters,CA,52,D,53,0.018867925,0.04087882,-22.5
0,house,P000609,Palmer,AL,6,Republican,148,0.932432432,0.96142718,44.7
115,house,P000609,Palmer,AL,6,R,94,0.925531915,0.96001533,44.7
116,house,P000609,Palmer,AL,6,R,54,0.944444444,0.96388485,44.7
0,house,P000611,Poliquin,ME,2,Republican,95,0.968421053,0.85950077,10.3
115,house,P000611,Poliquin,ME,2,R,95,0.968421053,0.85950077,10.3
0,house,P000613,Panetta,CA,20,Democrat,150,0.193333333,0.12692244,-47.2
115,house,P000613,Panetta,CA,20,D,96,0.28125,0.18425052,-47.2
116,house,P000613,Panetta,CA,20,D,54,0.037037037,0.02500584,-47.2
0,house,P000614,Pappas,NH,1,Democrat,54,0.037037037,0.27858422,1.6
116,house,P000614,Pappas,NH,1,D,54,0.037037037,0.27858422,1.6
0,house,P000615,Pence,IN,6,Republican,53,1,0.9609161,40.3
116,house,P000615,Pence,IN,6,R,53,1,0.9609161,40.3
0,house,P000616,Phillips,MN,3,Democrat,54,0.037037037,0.08057979,-9.4
116,house,P000616,Phillips,MN,3,D,54,0.037037037,0.08057979,-9.4
0,house,P000617,Pressley,MA,7,Democrat,54,0.074074074,0.01999541,-72.2
116,house,P000617,Pressley,MA,7,D,54,0.074074074,0.01999541,-72.2
0,house,P000618,Porter,CA,45,Democrat,54,0.037037037,0.1190871,-5.4
116,house,P000618,Porter,CA,45,D,54,0.037037037,0.1190871,-5.4
0,house,Q000023,Quigley,IL,5,Democrat,146,0.164383562,0.12593965,-46.6
115,house,Q000023,Quigley,IL,5,D,93,0.23655914,0.18308451,-46.6
116,house,Q000023,Quigley,IL,5,D,53,0.037735849,0.02566661,-46.6
0,house,R000395,Rogers,KY,5,Republican,143,0.972027972,0.95476183,62.1
115,house,R000395,Rogers,KY,5,R,89,0.988764045,0.94316321,62.1
116,house,R000395,Rogers,KY,5,R,54,0.944444444,0.97387807,62.1
0,house,R000409,Rohrabacher,CA,48,Republican,95,0.842105263,0.65805207,-1.7
115,house,R000409,Rohrabacher,CA,48,R,95,0.842105263,0.65805207,-1.7
0,house,R000435,Ros-Lehtinen,FL,27,Republican,89,0.707865169,0.32192644,-19.6
115,house,R000435,Ros-Lehtinen,FL,27,R,89,0.707865169,0.32192644,-19.6
0,house,R000486,Roybal-Allard,CA,40,Democrat,148,0.108108108,0.10440737,-69.4
115,house,R000486,Roybal-Allard,CA,40,D,94,0.159574468,0.15271129,-69.4
116,house,R000486,Roybal-Allard,CA,40,D,54,0.018518519,0.02032276,-69.4
0,house,R000487,Royce,CA,39,Republican,95,0.978947368,0.5139066,-8.6
115,house,R000487,Royce,CA,39,R,95,0.978947368,0.5139066,-8.6
0,house,R000515,Rush,IL,1,Democrat,122,0.106557377,0.12665777,-54
115,house,R000515,Rush,IL,1,D,71,0.154929577,0.20004953,-54
116,house,R000515,Rush,IL,1,D,51,0.039215686,0.02448494,-54
0,house,R000570,Ryan,WI,1,Republican,22,0.954545455,0.73244553,10.3
115,house,R000570,Ryan,WI,1,R,22,0.954545455,0.73244553,10.3
0,house,R000575,Rogers,AL,3,Republican,147,0.965986395,0.94763442,33
115,house,R000575,Rogers,AL,3,R,96,0.958333333,0.94868333,33
116,house,R000575,Rogers,AL,3,R,51,0.980392157,0.94566,33
0,house,R000576,Ruppersberger,MD,2,Democrat,149,0.208053691,0.19268005,-24.4
115,house,R000576,Ruppersberger,MD,2,D,95,0.305263158,0.28068227,-24.4
116,house,R000576,Ruppersberger,MD,2,D,54,0.037037037,0.03786132,-24.4
0,house,R000577,Ryan,OH,13,Democrat,136,0.176470588,0.41955266,-6.5
115,house,R000577,Ryan,OH,13,D,95,0.231578947,0.5523968,-6.5
116,house,R000577,Ryan,OH,13,D,41,0.048780488,0.11174308,-6.5
0,house,R000578,Reichert,WA,8,Republican,93,0.924731183,0.62860571,-3
115,house,R000578,Reichert,WA,8,R,93,0.924731183,0.62860571,-3
0,house,R000580,Roskam,IL,6,Republican,94,0.946808511,0.54990447,-7
115,house,R000580,Roskam,IL,6,R,94,0.946808511,0.54990447,-7
0,house,R000582,Roe,TN,1,Republican,149,0.959731544,0.95655814,57
115,house,R000582,Roe,TN,1,R,96,0.958333333,0.94844087,57
116,house,R000582,Roe,TN,1,R,53,0.962264151,0.97126112,57
0,house,R000583,Rooney,FL,17,Republican,88,0.977272727,0.93988745,27.2
115,house,R000583,Rooney,FL,17,R,88,0.977272727,0.93988745,27.2
0,house,R000585,Reed,NY,23,Republican,144,0.930555556,0.85451559,14.8
115,house,R000585,Reed,NY,23,R,91,0.967032967,0.89487071,14.8
116,house,R000585,Reed,NY,23,R,53,0.867924528,0.7852266,14.8
0,house,R000586,Renacci,OH,16,Republican,89,0.943820225,0.92095859,16.6
115,house,R000586,Renacci,OH,16,R,89,0.943820225,0.92095859,16.6
0,house,R000588,Richmond,LA,2,Democrat,138,0.101449275,0.10884405,-52.4
115,house,R000588,Richmond,LA,2,D,87,0.149425287,0.15819325,-52.4
116,house,R000588,Richmond,LA,2,D,51,0.019607843,0.0246601,-52.4
0,house,R000591,Roby,AL,2,Republican,148,0.945945946,0.94801067,31.9
115,house,R000591,Roby,AL,2,R,95,0.957894737,0.94744166,31.9
116,house,R000591,Roby,AL,2,R,53,0.924528302,0.9490306,31.9
0,house,R000592,Rokita,IN,4,Republican,93,0.903225806,0.94844154,34.1
115,house,R000592,Rokita,IN,4,R,93,0.903225806,0.94844154,34.1
0,house,R000593,Ross,FL,15,Republican,92,0.97826087,0.85471593,10
115,house,R000593,Ross,FL,15,R,92,0.97826087,0.85471593,10
0,house,R000597,Rice,SC,7,Republican,147,0.945578231,0.90199641,18.9
115,house,R000597,Rice,SC,7,R,95,0.947368421,0.92048862,18.9
116,house,R000597,Rice,SC,7,R,52,0.942307692,0.86821257,18.9
0,house,R000598,Rothfus,PA,12,Republican,96,0.885416667,0.92815327,20.8
115,house,R000598,Rothfus,PA,12,R,96,0.885416667,0.92815327,20.8
0,house,R000599,Ruiz,CA,36,Democrat,149,0.248322148,0.35214888,-8.8
115,house,R000599,Ruiz,CA,36,D,95,0.368421053,0.50407301,-8.8
116,house,R000599,Ruiz,CA,36,D,54,0.037037037,0.08487496,-8.8
0,house,R000601,Ratcliffe,TX,4,Republican,146,0.917808219,0.95827479,53.6
115,house,R000601,Ratcliffe,TX,4,R,95,0.905263158,0.9529847,53.6
116,house,R000601,Ratcliffe,TX,4,R,51,0.941176471,0.96812887,53.6
0,house,R000602,Rice,NY,4,Democrat,146,0.198630137,0.33568511,-9.6
115,house,R000602,Rice,NY,4,D,93,0.301075269,0.48117209,-9.6
116,house,R000602,Rice,NY,4,D,53,0.018867925,0.08039665,-9.6
0,house,R000603,Rouzer,NC,7,Republican,148,0.912162162,0.88984888,17.7
115,house,R000603,Rouzer,NC,7,R,94,0.914893617,0.91409397,17.7
116,house,R000603,Rouzer,NC,7,R,54,0.907407407,0.84764446,17.7
0,house,R000604,Russell,OK,5,Republican,95,0.936842105,0.88664489,13.4
115,house,R000604,Russell,OK,5,R,95,0.936842105,0.88664489,13.4
0,house,R000606,Raskin,MD,8,Democrat,149,0.093959732,0.15320179,-34.4
115,house,R000606,Raskin,MD,8,D,95,0.136842105,0.2231116,-34.4
116,house,R000606,Raskin,MD,8,D,54,0.018518519,0.03021231,-34.4
0,house,R000607,Rooney,FL,19,Republican,132,0.893939394,0.9308,22.1
115,house,R000607,Rooney,FL,19,R,93,0.956989247,0.93148539,22.1
116,house,R000607,Rooney,FL,19,R,39,0.743589744,0.92916561,22.1
115,house,R000608,Rosen,NV,3,D,93,0.430107527,0.71305746,1
0,house,R000609,Rutherford,FL,4,Republican,142,0.978873239,0.94177357,28
115,house,R000609,Rutherford,FL,4,R,90,0.988888889,0.94597762,28
116,house,R000609,Rutherford,FL,4,R,52,0.961538462,0.93449732,28
0,house,R000610,Reschenthaler,PA,14,Republican,53,0.943396226,0.9370594,29
116,house,R000610,Reschenthaler,PA,14,R,53,0.943396226,0.9370594,29
0,house,R000611,Riggleman,VA,5,Republican,54,0.925925926,0.66919364,11.1
116,house,R000611,Riggleman,VA,5,R,54,0.925925926,0.66919364,11.1
0,house,R000612,Rose,TN,6,Republican,51,0.980392157,0.9651072,48.9
116,house,R000612,Rose,TN,6,R,51,0.980392157,0.9651072,48.9
0,house,R000613,Rose,NY,11,Democrat,53,0.037735849,0.61731531,9.8
116,house,R000613,Rose,NY,11,D,53,0.037735849,0.61731531,9.8
0,house,R000614,Roy,TX,21,Republican,52,0.923076923,0.6373785,10
116,house,R000614,Roy,TX,21,R,52,0.923076923,0.6373785,10
0,house,R000616,Rouda,CA,48,Democrat,53,0.037735849,0.18592373,-1.7
116,house,R000616,Rouda,CA,48,D,53,0.037735849,0.18592373,-1.7
0,house,S000051,Sanford,SC,1,Republican,96,0.708333333,0.88456487,13.1
115,house,S000051,Sanford,SC,1,R,96,0.708333333,0.88456487,13.1
0,house,S000185,Scott,VA,3,Democrat,149,0.140939597,0.16131673,-31.7
115,house,S000185,Scott,VA,3,D,95,0.2,0.2349397,-31.7
116,house,S000185,Scott,VA,3,D,54,0.037037037,0.03179483,-31.7
0,house,S000244,Sensenbrenner,WI,5,Republican,141,0.872340426,0.91368761,20.1
115,house,S000244,Sensenbrenner,WI,5,R,96,0.875,0.925617,20.1
116,house,S000244,Sensenbrenner,WI,5,R,45,0.866666667,0.88823826,20.1
0,house,S000248,Serrano,NY,15,Democrat,149,0.100671141,0.09175119,-88.9
115,house,S000248,Serrano,NY,15,D,96,0.135416667,0.13178553,-88.9
116,house,S000248,Serrano,NY,15,D,53,0.037735849,0.01923618,-88.9
0,house,S000250,Sessions,TX,32,Republican,94,0.978723404,0.65303497,-1.9
115,house,S000250,Sessions,TX,32,R,94,0.978723404,0.65303497,-1.9
0,house,S000344,Sherman,CA,30,Democrat,147,0.136054422,0.13538928,-43.4
115,house,S000344,Sherman,CA,30,D,94,0.20212766,0.19663296,-43.4
116,house,S000344,Sherman,CA,30,D,53,0.018867925,0.02676842,-43.4
0,house,S000364,Shimkus,IL,15,Republican,147,0.972789116,0.95489898,46.2
115,house,S000364,Shimkus,IL,15,R,94,0.989361702,0.94952091,46.2
116,house,S000364,Shimkus,IL,15,R,53,0.943396226,0.96443746,46.2
0,house,S000480,Slaughter,NY,25,Democrat,60,0.166666667,0.31549983,-16.4
115,house,S000480,Slaughter,NY,25,D,60,0.166666667,0.31549983,-16.4
0,house,S000510,Smith,WA,9,Democrat,144,0.104166667,0.12681484,-47.2
115,house,S000510,Smith,WA,9,D,90,0.144444444,0.18790024,-47.2
116,house,S000510,Smith,WA,9,D,54,0.037037037,0.02500584,-47.2
0,house,S000522,Smith,NJ,4,Republican,149,0.697986577,0.85685893,14.8
115,house,S000522,Smith,NJ,4,R,95,0.8,0.89691562,14.8
116,house,S000522,Smith,NJ,4,R,54,0.518518519,0.78638882,14.8
0,house,S000583,Smith,TX,21,Republican,94,0.968085106,0.85564771,10
115,house,S000583,Smith,TX,21,R,94,0.968085106,0.85564771,10
0,house,S001145,Schakowsky,IL,9,Democrat,150,0.08,0.13011215,-45.2
115,house,S001145,Schakowsky,IL,9,D,96,0.114583333,0.18887192,-45.2
116,house,S001145,Schakowsky,IL,9,D,54,0.018518519,0.02565034,-45.2
0,house,S001148,Simpson,ID,2,Republican,145,0.95862069,0.93055739,24.7
115,house,S001148,Simpson,ID,2,R,91,0.989010989,0.93692801,24.7
116,house,S001148,Simpson,ID,2,R,54,0.907407407,0.9198217,24.7
0,house,S001150,Schiff,CA,28,Democrat,150,0.16,0.12314347,-49.8
115,house,S001150,Schiff,CA,28,D,96,0.229166667,0.17877994,-49.8
116,house,S001150,Schiff,CA,28,D,54,0.037037037,0.02423418,-49.8
0,house,S001154,Shuster,PA,9,Republican,94,0.989361702,0.94975351,42.5
115,house,S001154,Shuster,PA,9,R,94,0.989361702,0.94975351,42.5
0,house,S001156,Sánchez,CA,38,Democrat,144,0.118055556,0.13843341,-39.6
115,house,S001156,Sánchez,CA,38,D,93,0.161290323,0.19824125,-39.6
116,house,S001156,Sánchez,CA,38,D,51,0.039215686,0.02937206,-39.6
0,house,S001157,Scott,GA,13,Democrat,142,0.183098592,0.12855455,-44.4
115,house,S001157,Scott,GA,13,D,89,0.280898876,0.18938171,-44.4
116,house,S001157,Scott,GA,13,D,53,0.018867925,0.02641081,-44.4
0,house,S001165,Sires,NJ,8,Democrat,145,0.165517241,0.12147597,-54.2
115,house,S001165,Sires,NJ,8,D,92,0.239130435,0.17790997,-54.2
116,house,S001165,Sires,NJ,8,D,53,0.037735849,0.02351506,-54.2
0,house,S001168,Sarbanes,MD,3,Democrat,149,0.134228188,0.16541003,-30.5
115,house,S001168,Sarbanes,MD,3,D,95,0.189473684,0.24090939,-30.5
116,house,S001168,Sarbanes,MD,3,D,54,0.037037037,0.03258707,-30.5
0,house,S001170,Shea-Porter,NH,1,Democrat,90,0.233333333,0.71711245,1.6
115,house,S001170,Shea-Porter,NH,1,D,90,0.233333333,0.71711245,1.6
0,house,S001172,Smith,NE,3,Republican,147,0.93877551,0.95585459,54.9
115,house,S001172,Smith,NE,3,R,95,0.947368421,0.94840459,54.9
116,house,S001172,Smith,NE,3,R,52,0.923076923,0.96946516,54.9
0,house,S001175,Speier,CA,14,Democrat,137,0.138686131,0.12088428,-58.7
115,house,S001175,Speier,CA,14,D,86,0.209302326,0.17871072,-58.7
116,house,S001175,Speier,CA,14,D,51,0.019607843,0.02337303,-58.7
0,house,S001176,Scalise,LA,1,Republican,129,0.984496124,0.96184928,42
115,house,S001176,Scalise,LA,1,R,75,1,0.96216352,42
116,house,S001176,Scalise,LA,1,R,54,0.962962963,0.96141283,42
0,house,S001180,Schrader,OR,5,Democrat,149,0.22147651,0.43623712,-4.2
115,house,S001180,Schrader,OR,5,D,95,0.326315789,0.60663956,-4.2
116,house,S001180,Schrader,OR,5,D,54,0.037037037,0.13645505,-4.2
0,house,S001183,Schweikert,AZ,6,Republican,150,0.9,0.77220222,10
115,house,S001183,Schweikert,AZ,6,R,96,0.895833333,0.85428917,10
116,house,S001183,Schweikert,AZ,6,R,54,0.907407407,0.62626988,10
0,house,S001185,Sewell,AL,7,Democrat,147,0.197278912,0.13492859,-41.2
115,house,S001185,Sewell,AL,7,D,93,0.290322581,0.19754154,-41.2
116,house,S001185,Sewell,AL,7,D,54,0.037037037,0.02709516,-41.2
0,house,S001187,Stivers,OH,15,Republican,141,0.957446809,0.86192146,15.4
115,house,S001187,Stivers,OH,15,R,91,0.989010989,0.9003995,15.4
116,house,S001187,Stivers,OH,15,R,50,0.9,0.79189142,15.4
0,house,S001189,Scott,GA,8,Republican,150,0.96,0.9426352,28.9
115,house,S001189,Scott,GA,8,R,96,0.989583333,0.94529712,28.9
116,house,S001189,Scott,GA,8,R,54,0.907407407,0.93790291,28.9
0,house,S001190,Schneider,IL,10,Democrat,148,0.263513514,0.17040972,-29.4
115,house,S001190,Schneider,IL,10,D,94,0.393617021,0.24913421,-29.4
116,house,S001190,Schneider,IL,10,D,54,0.037037037,0.03337079,-29.4
115,house,S001191,Sinema,AZ,9,D,91,0.626373626,0.36384563,-16.3
0,house,S001192,Stewart,UT,2,Republican,146,0.952054795,0.84371415,14
115,house,S001192,Stewart,UT,2,R,92,0.945652174,0.88999112,14
116,house,S001192,Stewart,UT,2,R,54,0.962962963,0.76487192,14
0,house,S001193,Swalwell,CA,15,Democrat,138,0.166666667,0.13252325,-45.7
115,house,S001193,Swalwell,CA,15,D,93,0.23655914,0.18189683,-45.7
116,house,S001193,Swalwell,CA,15,D,45,0.022222222,0.03048452,-45.7
0,house,S001195,Smith,MO,8,Republican,147,0.93877551,0.95594763,54.4
115,house,S001195,Smith,MO,8,R,93,0.913978495,0.94759591,54.4
116,house,S001195,Smith,MO,8,R,54,0.981481481,0.97033115,54.4
0,house,S001196,Stefanik,NY,21,Republican,150,0.78,0.84457609,13.9
115,house,S001196,Stefanik,NY,21,R,96,0.895833333,0.89100666,13.9
116,house,S001196,Stefanik,NY,21,R,54,0.574074074,0.76203287,13.9
0,house,S001199,Smucker,PA,11,Republican,146,0.952054795,0.84979482,25.8
115,house,S001199,Smucker,PA,16,R,96,0.958333333,0.81333017,6.8
116,house,S001199,Smucker,PA,11,R,50,0.94,0.91980695,25.8
0,house,S001200,Soto,FL,9,Democrat,149,0.161073826,0.29933986,-12.9
115,house,S001200,Soto,FL,9,D,96,0.229166667,0.4296077,-12.9
116,house,S001200,Soto,FL,9,D,53,0.037735849,0.06338301,-12.9
0,house,S001201,Suozzi,NY,3,Democrat,147,0.231292517,0.39454669,-6.1
115,house,S001201,Suozzi,NY,3,D,93,0.344086022,0.55953314,-6.1
116,house,S001201,Suozzi,NY,3,D,54,0.037037037,0.11040335,-6.1
0,house,S001205,Scanlon,PA,5,Democrat,57,0.052631579,0.07301825,-28.2
115,house,S001205,Scanlon,PA,7,D,3,0.666666667,0.76999532,-2.3
116,house,S001205,Scanlon,PA,5,D,54,0.018518519,0.0342973,-28.2
0,house,S001206,Shalala,FL,27,Democrat,54,0.037037037,0.04446877,-19.6
116,house,S001206,Shalala,FL,27,D,54,0.037037037,0.04446877,-19.6
0,house,S001207,Sherrill,NJ,11,Democrat,53,0.037735849,0.25602519,0.9
116,house,S001207,Sherrill,NJ,11,D,53,0.037735849,0.25602519,0.9
0,house,S001208,Slotkin,MI,8,Democrat,54,0.037037037,0.48442058,6.7
116,house,S001208,Slotkin,MI,8,D,54,0.037037037,0.48442058,6.7
0,house,S001209,Spanberger,VA,7,Democrat,54,0.018518519,0.47559423,6.5
116,house,S001209,Spanberger,VA,7,D,54,0.018518519,0.47559423,6.5
0,house,S001210,Spano,FL,15,Republican,54,0.907407407,0.62626988,10
116,house,S001210,Spano,FL,15,R,54,0.907407407,0.62626988,10
0,house,S001211,Stanton,AZ,9,Democrat,54,0.037037037,0.05138428,-16.3
116,house,S001211,Stanton,AZ,9,D,54,0.037037037,0.05138428,-16.3
0,house,S001212,Stauber,MN,8,Republican,54,0.925925926,0.80582157,15.6
116,house,S001212,Stauber,MN,8,R,54,0.925925926,0.80582157,15.6
0,house,S001213,Steil,WI,1,Republican,53,0.943396226,0.6355433,10.3
116,house,S001213,Steil,WI,1,R,53,0.943396226,0.6355433,10.3
0,house,S001214,Steube,FL,17,Republican,53,0.962264151,0.93049368,27.2
116,house,S001214,Steube,FL,17,R,53,0.962264151,0.93049368,27.2
0,house,S001215,Stevens,MI,11,Democrat,54,0.037037037,0.38506146,4.4
116,house,S001215,Stevens,MI,11,D,54,0.037037037,0.38506146,4.4
0,house,S001216,Schrier,WA,8,Democrat,54,0.037037037,0.15740789,-3
116,house,S001216,Schrier,WA,8,D,54,0.037037037,0.15740789,-3
0,house,T000193,Thompson,MS,2,Democrat,141,0.120567376,0.17758809,-28.5
115,house,T000193,Thompson,MS,2,D,91,0.175824176,0.25495464,-28.5
116,house,T000193,Thompson,MS,2,D,50,0.02,0.03678096,-28.5
0,house,T000238,Thornberry,TX,13,Republican,148,0.966216216,0.9561618,63
115,house,T000238,Thornberry,TX,13,R,96,0.979166667,0.94690775,63
116,house,T000238,Thornberry,TX,13,R,52,0.942307692,0.97324622,63
0,house,T000460,Thompson,CA,5,Democrat,146,0.150684932,0.12692507,-44.9
115,house,T000460,Thompson,CA,5,D,93,0.225806452,0.18430643,-44.9
116,house,T000460,Thompson,CA,5,D,53,0.018867925,0.02623703,-44.9
0,house,T000462,Tiberi,OH,12,Republican,58,0.982758621,0.86721055,11.3
115,house,T000462,Tiberi,OH,12,R,58,0.982758621,0.86721055,11.3
0,house,T000463,Turner,OH,10,Republican,149,0.959731544,0.71081022,7.3
115,house,T000463,Turner,OH,10,R,96,0.958333333,0.82040669,7.3
116,house,T000463,Turner,OH,10,R,53,0.962264151,0.51229587,7.3
0,house,T000465,Tsongas,MA,3,Democrat,88,0.193181818,0.27662097,-22.8
115,house,T000465,Tsongas,MA,3,D,88,0.193181818,0.27662097,-22.8
0,house,T000467,Thompson,PA,15,Republican,149,0.979865772,0.95114755,43.3
115,house,T000467,Thompson,PA,5,R,96,0.989583333,0.94518355,28.8
116,house,T000467,Thompson,PA,15,R,53,0.962264151,0.96195025,43.3
0,house,T000468,Titus,NV,1,Democrat,145,0.103448276,0.16314409,-29
115,house,T000468,Titus,NV,1,D,92,0.152173913,0.23736595,-29
116,house,T000468,Titus,NV,1,D,53,0.018867925,0.03430615,-29
0,house,T000469,Tonko,NY,20,Democrat,147,0.149659864,0.28980508,-13.5
115,house,T000469,Tonko,NY,20,D,93,0.225806452,0.4232879,-13.5
116,house,T000469,Tonko,NY,20,D,54,0.018518519,0.059918,-13.5
0,house,T000470,Tipton,CO,3,Republican,148,0.945945946,0.81171038,12
115,house,T000470,Tipton,CO,3,R,94,0.957446809,0.87486637,12
116,house,T000470,Tipton,CO,3,R,54,0.925925926,0.70177217,12
0,house,T000472,Takano,CA,41,Democrat,147,0.129251701,0.17787446,-27.9
115,house,T000472,Takano,CA,41,D,94,0.180851064,0.25832221,-27.9
116,house,T000472,Takano,CA,41,D,53,0.037735849,0.03519354,-27.9
0,house,T000474,Torres,CA,35,Democrat,148,0.175675676,0.13929967,-40.8
115,house,T000474,Torres,CA,35,D,94,0.265957447,0.20366703,-40.8
116,house,T000474,Torres,CA,35,D,54,0.018518519,0.02725279,-40.8
0,house,T000475,Trott,MI,11,Republican,90,0.988888889,0.77224179,4.4
115,house,T000475,Trott,MI,11,R,90,0.988888889,0.77224179,4.4
0,house,T000477,Taylor,VA,2,Republican,93,0.978494624,0.75902563,3.4
115,house,T000477,Taylor,VA,2,R,93,0.978494624,0.75902563,3.4
0,house,T000478,Tenney,NY,22,Republican,96,0.96875,0.90237522,15.5
115,house,T000478,Tenney,NY,22,R,96,0.96875,0.90237522,15.5
0,house,T000479,Taylor,TX,3,Republican,54,0.944444444,0.77044993,14.2
116,house,T000479,Taylor,TX,3,R,54,0.944444444,0.77044993,14.2
0,house,T000480,Timmons,SC,4,Republican,49,0.93877551,0.92155485,25.7
116,house,T000480,Timmons,SC,4,R,49,0.93877551,0.92155485,25.7
0,house,T000481,Tlaib,MI,13,Democrat,54,0.092592593,0.0216826,-60.7
116,house,T000481,Tlaib,MI,13,D,54,0.092592593,0.0216826,-60.7
0,house,T000482,Trahan,MA,3,Democrat,54,0.018518519,0.0397384,-22.8
116,house,T000482,Trahan,MA,3,D,54,0.018518519,0.0397384,-22.8
